,transaction_date,ticker,asset_description,type,amount,representative
5466,2017-01-20,INTC,Intel Corporation,Purchase,"$50,001 - $100,000",John Hoeven
5467,2017-01-20,KO,The Coca-Cola Company,Purchase,"$100,001 - $250,000",John Hoeven
5468,2017-01-20,CSCO,"Cisco Systems, Inc.",Purchase,"$100,001 - $250,000",John Hoeven
5469,2017-01-20,T,AT&amp;T Inc.,Purchase,"$50,001 - $100,000",John Hoeven
5471,2016-12-30,SPG,"Simon Property Group, Inc.",Purchase,"$1,001 - $15,000",Gary C Peters
5473,2016-12-13,GS,"The Goldman Sachs Group, Inc.",Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5474,2016-12-13,GS,"The Goldman Sachs Group, Inc.",Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5475,2016-12-23,GILD,Gilead Sciences Inc.,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse
5476,2016-12-23,PSA,Public Storage,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse
5477,2016-12-23,BIIB,Biogen Inc.,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse
5478,2016-12-13,BIIB,Biogen Inc.,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse
5479,2016-12-23,AMGN,Amgen Inc.,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse
5481,2016-12-30,PRGO,Perrigo Company plc,Purchase,"$15,001 - $50,000",Susan M Collins
5482,2016-12-16,ESRX,Express Scripts Holding Company,Sale (Full),"$1,001 - $15,000",Susan M Collins
5483,2016-12-01,VZ,Verizon Communications Inc.,Sale (Full),"$1,001 - $15,000",Susan M Collins
5484,2016-12-01,SRCL,"Stericycle, Inc.",Sale (Full),"$15,001 - $50,000",Susan M Collins
5485,2016-12-01,GOOG,Alphabet Inc.,Sale (Partial),"$1,001 - $15,000",Susan M Collins
5486,2016-12-30,COP,ConocoPhillips,Purchase,"$15,001 - $50,000",Susan M Collins
5487,2016-12-20,--,"Washington State Federal Highway Grant <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 09/01/2019</div>",Purchase,"$15,001 - $50,000",Susan M Collins
5488,2016-12-01,TSCO,Tractor Supply Company,Purchase,"$15,001 - $50,000",Susan M Collins
5489,2016-12-01,TMK,Torchmark Corporation,Purchase,"$1,001 - $15,000",Susan M Collins
5490,2016-12-01,MTD,Mettler-Toledo International Inc.,Purchase,"$1,001 - $15,000",Susan M Collins
5491,2016-12-01,HOLX,"Hologic, Inc.",Purchase,"$15,001 - $50,000",Susan M Collins
5492,2016-12-01,AWK,"American Water Works Company, Inc.",Purchase,"$15,001 - $50,000",Susan M Collins
5493,2016-11-28,--,"PFS-Provident Financial Services, Inc.",Sale (Partial),"$15,001 - $50,000",Patrick J Toomey
5494,2016-12-15,GILD,Gilead Sciences Inc.,Purchase,"$50,001 - $100,000",James M Inhofe
5495,2016-12-15,--,AGN-Allergan plc,Purchase,"$15,001 - $50,000",James M Inhofe
5497,2017-01-04,SPG,"Simon Property Group, Inc.",Purchase,"$100,001 - $250,000",John Hoeven
5498,2017-01-04,NKE,"NIKE, Inc.",Purchase,"$100,001 - $250,000",John Hoeven
5499,2016-12-28,CSX,CSX Corporation,Sale (Full),"$50,001 - $100,000",John Hoeven
5500,2016-12-28,F,Ford Motor Company,Sale (Full),"$100,001 - $250,000",John Hoeven
5501,2016-12-16,ZBH,"Zimmer Biomet Holdings, Inc.",Sale (Full),"$1,001 - $15,000",John F Reed
5502,2016-12-16,ZBH,"Zimmer Biomet Holdings, Inc.",Sale (Full),"$1,001 - $15,000",John F Reed
5503,2016-12-16,--,Pembina Pipeline Corp,Purchase,"$1,001 - $15,000",Thomas R Carper
5504,2016-12-16,--,Veresen Inc,Sale (Full),"$1,001 - $15,000",Thomas R Carper
5505,2016-12-16,--,Clearbridge Energy MLP Fund,Purchase,"$1,001 - $15,000",Thomas R Carper
5506,2016-12-16,--,ClearBridge American Energy MLP Fund Inc.,Sale (Full),"$1,001 - $15,000",Thomas R Carper
5507,2016-12-16,--,Lincoln National Corporation,Sale (Partial),"$15,001 - $50,000",Thomas R Carper
5508,2016-12-15,--,MetLife Inc,Sale (Partial),"$15,001 - $50,000",Thomas R Carper
5509,2016-12-22,VSM,"Versum Materials, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5510,2016-12-16,ENB,Enbridge Inc.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5511,2016-12-16,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5512,2016-12-16,FEYE,"FireEye, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5513,2016-12-15,WMB,"The Williams Companies, Inc.",Purchase,"$15,001 - $50,000","David A Perdue , Jr"
5514,2016-12-14,OKS,"ONEOK Partners, L.P.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5515,2016-12-13,EPD,Enterprise Products Partners L.P.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5516,2016-12-13,EPD,Enterprise Products Partners L.P.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5517,2016-12-13,BPL,"Buckeye Partners, L.P.",Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr"
5518,2016-12-12,ETP,"Energy Transfer Partners, L.P.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5519,2016-12-12,WMB,"The Williams Companies, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5520,2016-12-12,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5521,2016-12-09,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5522,2016-12-08,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5523,2016-12-07,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5524,2016-12-27,--,"HD-The Home Depot, Inc.",Sale (Full),"$1,001 - $15,000",Pat Roberts
5525,2016-12-27,BA,The Boeing Company,Sale (Full),"$15,001 - $50,000",Pat Roberts
5526,2016-12-27,FB,"Facebook, Inc.",Sale (Full),"$1,001 - $15,000",Pat Roberts
5527,2016-12-15,BAC,Bank of America Corporation,Purchase,"$1,001 - $15,000",Pat Roberts
5528,2016-12-27,CVX,Chevron Corporation,Sale (Full),"$15,001 - $50,000",Pat Roberts
5529,2016-12-27,NFLX,"Netflix, Inc.",Sale (Full),"$15,001 - $50,000",Pat Roberts
5530,2016-12-15,ZNGA,Zynga Inc.,Sale (Partial),"$1,001 - $15,000",Pat Roberts
5531,2016-12-15,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",Pat Roberts
5532,2016-12-15,TJX,"The TJX Companies, Inc.",Sale (Full),"$1,001 - $15,000",Pat Roberts
5533,2016-12-23,--,"Westbrand, Inc. Bank Holding Company <div class=""text-muted""> <em>Company:</em> Westbrad, Inc &nbsp;(Minot, North Dakota) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Holding Company of First Western Bank </div>",Purchase,"$250,001 - $500,000",John Hoeven
5534,2016-12-22,USB,U.S. Bancorp,Sale (Full),"$15,001 - $50,000",John Hoeven
5535,2016-12-22,UNP,Union Pacific Corporation,Sale (Full),"$100,001 - $250,000",John Hoeven
5536,2016-12-22,VSAT,"ViaSat, Inc.",Sale (Full),"$15,001 - $50,000",John Hoeven
5537,2016-12-22,IBM,International Business Machines Corporation,Sale (Full),"$100,001 - $250,000",John Hoeven
5538,2016-12-23,WFC,Wells Fargo &amp; Company,Sale (Full),"$100,001 - $250,000",John Hoeven
5539,2016-11-15,--,"MAINE STATE HSG AUTHORITY <div class=""text-muted""><em>Rate/Coupon:</em> 4.00%<br> <em>Matures:</em> 11/15/2028</div>",Sale (Partial),"$1,001 - $15,000","Angus S King, Jr."
5540,2016-12-16,VLO,Valero Energy Corporation,Sale (Full),"$100,001 - $250,000",John Hoeven
5541,2016-12-16,CAT,Caterpillar Inc.,Sale (Full),"$100,001 - $250,000",John Hoeven
5542,2016-12-16,UA,"Under Armour, Inc.",Sale (Full),"$50,001 - $100,000",John Hoeven
5543,2016-12-16,UAA,"UAA-Under Armour, Inc. Class A Comm",Sale (Full),"$15,001 - $50,000",John Hoeven
5544,2016-12-16,CTL,"CenturyLink, Inc.",Sale (Full),"$100,001 - $250,000",John Hoeven
5545,2016-12-19,BX,The Blackstone Group L.P.,Sale (Full),"$100,001 - $250,000",John Hoeven
5546,2016-12-19,DEO,Diageo plc,Sale (Full),"$100,001 - $250,000",John Hoeven
5547,2016-11-14,JWN,"Nordstrom, Inc.",Sale (Full),"$1,001 - $15,000",Shelley M Capito
5548,2016-11-30,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",Gary C Peters
5549,2016-12-14,WETF,"WisdomTree Investments, Inc.",Sale (Full),"$1,001 - $15,000",John F Reed
5550,2016-12-14,DVMT,Dell Technologies Inc.,Sale (Full),"$1,001 - $15,000",John F Reed
5551,2016-12-14,AMG,"Affiliated Managers Group, Inc.",Sale (Full),"$1,001 - $15,000",John F Reed
5552,2016-12-14,XSD,SPDR S&amp;P Semiconductor ETF,Purchase,"$1,001 - $15,000",John F Reed
5553,2016-12-14,INTC,Intel Corporation,Purchase,"$1,001 - $15,000",John F Reed
5554,2016-12-14,DHR,Danaher Corporation,Purchase,"$1,001 - $15,000",John F Reed
5555,2016-12-14,IAI,iShares US Broker-Dealers &amp; Secs Exchs,Sale (Full),"$1,001 - $15,000",John F Reed
5556,2016-12-14,AMG,"Affiliated Managers Group, Inc.",Sale (Full),"$1,001 - $15,000",John F Reed
5557,2016-12-14,XSD,SPDR S&amp;P Semiconductor ETF,Purchase,"$1,001 - $15,000",John F Reed
5558,2016-12-14,DHR,Danaher Corporation,Purchase,"$1,001 - $15,000",John F Reed
5560,2016-11-28,GILD,Gilead Sciences Inc.,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5561,2016-11-28,ORCL,Oracle Corporation,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse
5562,2016-11-28,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5563,2016-11-28,GILD,Gilead Sciences Inc.,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5564,2016-11-28,FB,"Facebook, Inc.",Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5565,2016-11-28,AMGN,Amgen Inc.,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5566,2016-11-15,GILD,Gilead Sciences Inc.,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5567,2016-11-15,MCK,McKesson Corporation,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5568,2016-11-15,GOOGL,Alphabet Inc.,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5569,2016-11-15,ABT,Abbott Laboratories,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5570,2016-11-15,BA,The Boeing Company,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5571,2016-11-15,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5572,2016-11-15,SBUX,Starbucks Corporation,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5573,2016-11-15,UL,Unilever PLC,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse
5574,2016-11-15,JCI,Johnson Controls International plc,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5575,2016-11-28,GILD,Gilead Sciences Inc.,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5576,2016-11-28,ORCL,Oracle Corporation,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse
5577,2016-11-28,DEO,Diageo plc,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
5578,2016-11-23,MDU,"MDU Resources Group, Inc.",Sale (Full),"$100,001 - $250,000",John Hoeven
5579,2016-11-25,PFE,Pfizer Inc.,Purchase,"$50,001 - $100,000",John Hoeven
5580,2016-11-23,AMGN,Amgen Inc.,Purchase,"$50,001 - $100,000",John Hoeven
5582,2016-12-01,CERN,Cerner Corporation,Purchase,"$50,001 - $100,000",James M Inhofe
5583,2016-11-15,CTSH,Cognizant Technology Solutions Corporation,Sale (Full),"$15,001 - $50,000",James M Inhofe
5584,2016-12-02,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5585,2016-12-02,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5586,2016-12-02,VSM,"Versum Materials, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5587,2016-12-01,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5588,2016-11-29,ENTG,"Entegris, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5589,2016-11-28,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5590,2016-11-25,ENTG,"Entegris, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5591,2016-11-23,FOXA,"Twenty-First Century Fox, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5592,2016-11-18,FEYE,"FireEye, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5593,2016-11-18,WMB,"Williams Companies, Inc.",Purchase,"$15,001 - $50,000","David A Perdue , Jr"
5594,2016-11-18,SE,Spectra Energy Corp.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr"
5595,2016-11-18,SLB,Schlumberger Limited,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
5596,2016-11-18,WMB,"Williams Companies, Inc.",Purchase,"$15,001 - $50,000","David A Perdue , Jr"
5597,2016-11-18,SE,Spectra Energy Corp.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr"
5598,2016-11-18,KHC,The Kraft Heinz Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5599,2016-11-18,EXR,Extra Space Storage Inc.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5600,2016-11-18,EXR,Extra Space Storage Inc.,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
5601,2016-11-18,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5602,2016-11-18,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5603,2016-11-17,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5604,2016-11-17,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5605,2016-11-16,BAC,Bank of America Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5606,2016-11-15,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5607,2016-11-15,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5608,2016-11-15,VSM,"Versum Materials, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5609,2016-11-15,CAB,Cabela's Incorporated,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr"
5610,2016-11-11,GEL,Genesis Energy LP,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5611,2016-11-11,WMB,"Williams Companies, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5612,2016-11-11,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5613,2016-11-10,WMB,"Williams Companies, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5614,2016-11-10,WMB,"Williams Companies, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5615,2016-11-10,WMB,"Williams Companies, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5616,2016-11-10,DIS,The Walt Disney Company,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
5617,2016-11-10,--,CAB - Cabela's Incorporated,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5618,2016-11-10,DIS,The Walt Disney Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5619,2016-11-09,DPM,DCP Midstream Partners LP,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr"
5620,2016-11-08,BAX,Baxter International Inc.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5621,2016-11-08,WLK,Westlake Chemical Corp.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5622,2016-11-08,VSM,"Versum Materials, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5623,2016-11-07,SPY,SPDR S&amp;P 500 ETF,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
5624,2016-11-07,SPY,SPDR S&amp;P 500 ETF,Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr"
5625,2016-11-07,BAX,Baxter International Inc.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
5626,2016-11-07,VIAB,"Viacom, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5627,2016-11-07,MOS,The Mosaic Company,Purchase,"$100,001 - $250,000","David A Perdue , Jr"
5628,2016-11-07,VSM,"Versum Materials, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
5629,2016-11-10,--,"Chattanooga Tenn GO REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 09/01/2019</div>",Purchase,"$15,001 - $50,000",Lamar Alexander
5630,2016-11-08,--,"Metropolitan Govt Nashville &amp; REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 05/15/2019</div>",Purchase,"$15,001 - $50,000",Lamar Alexander
5631,2016-11-21,--,"Nuveen JFR Term Preferred Step-up Callable Notes <div class=""text-muted""><em>Rate/Coupon:</em> 1.75%<br> <em>Matures:</em> 12/01/2019</div>",Purchase,"$1,001 - $15,000",Thomas R Carper
5632,2016-11-21,--,"Nuveen JFR Term Preferred Step-up Callable Notes <div class=""text-muted""><em>Rate/Coupon:</em> 1.75%<br> <em>Matures:</em> 12/01/2019</div>",Purchase,"$1,001 - $15,000",Thomas R Carper
5633,2016-11-18,--,"JPM Contingent Autocall on Halliburton <div class=""text-muted""><em>Rate/Coupon:</em> 10%<br> <em>Matures:</em> 05/18/2018</div>",Sale (Full),"$1,001 - $15,000",Thomas R Carper
5634,2016-11-17,RAI,Reynolds American Inc.,Purchase,"$1,001 - $15,000",Thomas R Carper
5635,2016-11-17,--,Philip Morris Intl,Sale (Full),"$1,001 - $15,000",Thomas R Carper
5636,2016-11-14,--,Central Fund of Canada Ltd A,Purchase,"$1,001 - $15,000",Thomas R Carper
5637,2016-11-14,SCCO,Southern Copper Corporation,Sale (Full),"$1,001 - $15,000",Thomas R Carper
5638,2016-11-11,--,Western Asset/Claymore Inflation ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5639,2016-11-11,--,ALPS ETF Trust-ALPS Medical,Purchase,"$1,001 - $15,000",Thomas R Carper
5640,2016-11-11,--,S&amp;P 500 Index Fund ETF,Purchase,"$15,001 - $50,000",Thomas R Carper
5641,2016-11-11,--,Ishares SP Smallcap 600 Index ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5642,2016-11-11,--,Lazard World Div &amp; Inc Fd ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5643,2016-11-11,--,Powershares Aero &amp; Defense ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5644,2016-11-11,--,SPDR Gold TR Gold Shs ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5645,2016-11-11,--,Vanguard S&amp;P Mid-cap 400 ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5646,2016-11-11,--,First Trust DJ Internet Index ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5647,2016-11-11,--,Powershares ETF TR Dyna Buyback,Purchase,"$1,001 - $15,000",Thomas R Carper
5648,2016-11-11,--,First Trust EM SC Alphadex ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5649,2016-11-11,--,Vaneck Vector Junior Gold Miners ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5650,2016-11-11,--,Ishares Ibond Dec 18 Trm Corp ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5651,2016-11-11,--,Wisdomtree US Cap Div Growth ETF,Purchase,"$1,001 - $15,000",Thomas R Carper
5652,2016-11-08,ASIX,AdvanSix Inc.,Sale (Full),"$1,001 - $15,000",Thomas R Carper
5653,2016-11-14,NOC,Northrop Grumman Corporation,Purchase,"$1,001 - $15,000",Pat Roberts
5654,2016-11-14,COST,Costco Wholesale Corporation,Purchase,"$15,001 - $50,000",Pat Roberts
5655,2016-11-15,HDS,"HD Supply Holdings, Inc.",Sale (Full),"$1,001 - $15,000",Pat Roberts
5656,2016-11-22,PFS,"Provident Financial Services, Inc.",Sale (Partial),"$15,001 - $50,000",Patrick J Toomey
5657,2016-11-23,EEM,iShares MSCI Emerging Markets,Sale (Full),"$1,001 - $15,000",John F Reed
5658,2016-11-23,TMO,Thermo Fisher Scientific Inc.,Purchase,"$1,001 - $15,000",John F Reed
5659,2016-11-23,XSD,SPDR S&amp;P Semiconductor ETF,Purchase,"$1,001 - $15,000",John F Reed
5660,2016-11-23,ISRG,"Intuitive Surgical, Inc.",Purchase,"$1,001 - $15,000",John F Reed
5661,2016-11-23,WETF,"WisdomTree Investments, Inc.",Purchase,"$1,001 - $15,000",John F Reed
5662,2016-11-23,VWO,Vanguard FTSE Emerging Markets ETF,Purchase,"$1,001 - $15,000",John F Reed
5663,2016-11-23,FEYE,"FireEye, Inc.",Sale (Full),"$1,001 - $15,000",John F Reed
5664,2016-11-23,XSD,SPDR S&amp;P Semiconductor ETF,Purchase,"$1,001 - $15,000",John F Reed
5665,2016-11-23,HACK,PureFunds ISE Cyber Security ETF,Purchase,"$1,001 - $15,000",John F Reed
5666,2016-11-23,ISRG,"Intuitive Surgical, Inc.",Purchase,"$1,001 - $15,000",John F Reed
5667,2016-11-23,WETF,"WisdomTree Investments, Inc.",Purchase,"$1,001 - $15,000",John F Reed
5668,2016-11-23,TMO,Thermo Fisher Scientific Inc.,Purchase,"$1,001 - $15,000",John F Reed
5669,2016-11-07,--,"Bird Dog Hospitality II, LLC <div class=""text-muted""> <em>Company:</em> Bird Dog Hopitality II, LLC &nbsp;(Sioux Falls, SD) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Hospitality Property</div>",Purchase,"$15,001 - $50,000",Mike Rounds
5670,2016-10-31,CVX,Chevron Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy
5671,2016-10-31,QCOM,QUALCOMM Incorporated,Sale (Partial),"$1,001 - $15,000",William Cassidy
5672,2016-10-31,PX,Praxair Inc.,Sale (Full),"$1,001 - $15,000",William Cassidy
5673,2016-10-31,NSC,Norfolk Southern Corporation,Sale (Full),"$1,001 - $15,000",William Cassidy
5674,2016-10-31,JNJ,Johnson &amp; Johnson,Sale (Full),"$1,001 - $15,000",William Cassidy
5675,2016-10-31,EV,Eaton Vance Corp.,Sale (Full),"$1,001 - $15,000",William Cassidy
5676,2016-10-31,VFC,V.F. Corporation,Purchase,"$1,001 - $15,000",William Cassidy
5677,2016-10-31,PPG,"PPG Industries, Inc.",Purchase,"$1,001 - $15,000",William Cassidy
5678,2016-10-31,LOW,"Lowe's Companies, Inc.",Purchase,"$1,001 - $15,000",William Cassidy
5679,2016-10-31,GWW,"W.W. Grainger, Inc.",Purchase,"$1,001 - $15,000",William Cassidy
5680,2016-10-31,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",William Cassidy
5681,2016-10-31,AMGN,Amgen Inc.,Purchase,"$1,001 - $15,000",William Cassidy
5686,2016-10-19,TEVA,Teva Pharmaceutical Industries Limited,Sale (Full),"$1,001 - $15,000","Angus S King, Jr."
5687,2016-10-19,GE,General Electric Company,Sale (Full),"$1,001 - $15,000","Angus S King, Jr."
5688,2016-10-25,--,"Philadelphia PA WTR &amp; WASTEWTR <div class=""text-muted""><em>Rate/Coupon:</em> 3.125<br> <em>Matures:</em> 10/01/2035</div>",Purchase,"$1,001 - $15,000",Gary C Peters
5689,2016-10-25,--,"Maricopa County Ariz INDL DEV <div class=""text-muted""><em>Rate/Coupon:</em> 3.25<br> <em>Matures:</em> 01/01/2037</div>",Purchase,"$1,001 - $15,000",Gary C Peters
5690,2016-10-20,--,"Connecticut St For Issues <div class=""text-muted""><em>Rate/Coupon:</em> 3.375<br> <em>Matures:</em> 10/15/2036</div>",Purchase,"$1,001 - $15,000",Gary C Peters
5691,2016-10-17,--,"VICTORIA TX ISD 2016 PERMA OID97.488 BE/R/ <div class=""text-muted""><em>Rate/Coupon:</em> 3.125<br> <em>Matures:</em> 02/15/2038</div>",Purchase,"$15,001 - $50,000",Gary C Peters
5692,2016-10-17,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",Gary C Peters
5693,2016-10-03,ASIX,AdvanSix Inc.,Exchange,"$1,001 - $15,000",Sheldon Whitehouse
5694,2016-10-03,ASIX,AdvanSix Inc.,Exchange,"$1,001 - $15,000",Sheldon Whitehouse
5695,2016-10-03,ASIX,AdvanSix Inc.,Exchange,"$1,001 - $15,000",Sheldon Whitehouse
5696,2016-10-26,HSBC,HSBC Holdings plc,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse
